CustomerID,CustomerName,Region,SignupDate,TransactionID,ProductID,TransactionDate,Quantity,TotalValue,Price_x,ProductName,Category,Price_y
C0013,Lauren Buchanan,South America,2024-05-19,T00399,P056,2024-03-28 19:16:21,3.0,48.24,16.08,SoundWave Smartwatch,Electronics,16.08
C0014,Deborah Wilcox,Europe,2024-06-22,T00524,P047,2024-01-17 18:31:55,2.0,318.66,159.33,ComfortLiving Cookware Set,Home Decor,159.33
C0015,Tina Duran,North America,2023-11-20,T00987,P032,2024-02-10 12:35:35,1.0,488.63,488.63,BookWorld Cookbook,Books,488.63
C0015,Tina Duran,North America,2023-11-20,T00798,P091,2024-09-21 1:39:03,3.0,668.85,222.95,HomeSense Rug,Home Decor,222.95
C0016,Emily Woods,North America,2024-01-03,T00472,P039,2024-07-02 6:30:26,1.0,430.59,430.59,TechPro Smartwatch,Electronics,430.59
C0016,Emily Woods,North America,2024-01-03,T00700,P016,2024-08-15 10:18:31,1.0,330.05,330.05,ActiveWear Running Shoes,Clothing,330.05
C0016,Emily Woods,North America,2024-01-03,T00722,P018,2024-07-31 5:19:54,4.0,1747.56,436.89,ComfortLiving Mystery Book,Books,436.89
C0016,Emily Woods,North America,2024-01-03,T00632,P083,2024-07-11 12:42:08,1.0,455.72,455.72,ActiveWear Smartwatch,Electronics,455.72
C0016,Emily Woods,North America,2024-01-03,T00827,P080,2024-11-10 18:24:04,3.0,910.5,303.5,ActiveWear Jacket,Clothing,303.5
C0017,Jennifer King,Europe,2023-12-05,T00605,P057,2023-12-31 3:27:43,4.0,958.8,239.7,ActiveWear Smartphone,Electronics,239.7
C0017,Jennifer King,Europe,2023-12-05,T00355,P069,2024-01-12 20:20:37,2.0,201.62,100.81,BookWorld Biography,Books,100.81
C0017,Jennifer King,Europe,2023-12-05,T00685,P095,2024-05-11 17:59:31,2.0,454.52,227.26,BookWorld Cookware Set,Home Decor,227.26
C0017,Jennifer King,Europe,2023-12-05,T00854,P059,2024-07-14 10:29:11,1.0,303.2,303.2,SoundWave Jeans,Clothing,303.2
C0017,Jennifer King,Europe,2023-12-05,T00067,P096,2024-03-31 19:29:30,2.0,614.94,307.47,SoundWave Headphones,Electronics,307.47
C0017,Jennifer King,Europe,2023-12-05,T00921,P066,2024-12-01 22:55:38,4.0,1348.88,337.22,SoundWave Textbook,Books,337.22
C0017,Jennifer King,Europe,2023-12-05,T00758,P001,2024-05-28 14:47:15,3.0,507.9,169.3,ActiveWear Biography,Books,169.3
C0017,Jennifer King,Europe,2023-12-05,T00321,P006,2024-06-20 4:13:03,3.0,363.96,121.32,ActiveWear Rug,Home Decor,121.32
C0018,Tyler Haynes,North America,2024-09-21,T00551,P049,2024-02-23 13:28:08,3.0,443.85,147.95,TechPro Textbook,Books,147.95
C0018,Tyler Haynes,North America,2024-09-21,T00840,P061,2024-03-28 17:43:38,3.0,470.88,156.96,HomeSense Desk Lamp,Home Decor,156.96
C0018,Tyler Haynes,North America,2024-09-21,T00647,P030,2024-08-03 19:15:23,4.0,1111.44,277.86,ActiveWear Cookbook,Books,277.86
C0018,Tyler Haynes,North America,2024-09-21,T00275,P027,2024-02-17 18:50:52,4.0,916.24,229.06,SoundWave Headphones,Electronics,229.06
C0018,Tyler Haynes,North America,2024-09-21,T00922,P037,2024-04-05 13:05:32,4.0,1839.44,459.86,SoundWave Smartwatch,Electronics,459.86
C0019,Brandon Rodriguez,Europe,2023-01-12,T00423,P054,2024-11-08 10:22:51,3.0,171.9,57.3,SoundWave Cookbook,Books,57.3
C0019,Brandon Rodriguez,Europe,2023-01-12,T00326,P027,2024-06-14 11:41:17,3.0,687.18,229.06,SoundWave Headphones,Electronics,229.06
C0019,Brandon Rodriguez,Europe,2023-01-12,T00088,P001,2024-01-30 17:23:03,2.0,338.6,169.3,ActiveWear Biography,Books,169.3
C0019,Brandon Rodriguez,Europe,2023-01-12,T00507,P018,2024-05-28 0:57:27,1.0,436.89,436.89,ComfortLiving Mystery Book,Books,436.89
C0019,Brandon Rodriguez,Europe,2023-01-12,T00841,P043,2024-07-01 13:07:47,1.0,404.4,404.4,SoundWave Novel,Books,404.4
C0019,Brandon Rodriguez,Europe,2023-01-12,T00219,P008,2024-08-22 23:44:44,1.0,146.85,146.85,BookWorld Bluetooth Speaker,Electronics,146.85
C0020,Mr. Manuel Conway,North America,2024-06-11,T00350,P096,2024-01-30 0:57:29,3.0,922.41,307.47,SoundWave Headphones,Electronics,307.47
C0021,Robert Blanchard,Asia,2023-04-17,T00504,P085,2024-04-05 3:20:25,1.0,416.35,416.35,BookWorld Biography,Books,416.35
C0021,Robert Blanchard,Asia,2023-04-17,T00069,P086,2024-01-13 0:48:20,4.0,1762.8,440.7,SoundWave Novel,Books,440.7
C0021,Robert Blanchard,Asia,2023-04-17,T00658,P025,2024-01-16 11:22:42,1.0,284.62,284.62,ActiveWear Cookware Set,Home Decor,284.62
C0021,Robert Blanchard,Asia,2023-04-17,T00172,P072,2024-07-14 6:50:22,2.0,798.68,399.34,ActiveWear Headphones,Electronics,399.34
C0021,Robert Blanchard,Asia,2023-04-17,T00610,P096,2024-10-12 3:25:58,2.0,614.94,307.47,SoundWave Headphones,Electronics,307.47
C0021,Robert Blanchard,Asia,2023-04-17,T00306,P065,2024-06-27 23:39:15,3.0,1282.83,427.61,BookWorld Sweater,Clothing,427.61
C0021,Robert Blanchard,Asia,2023-04-17,T00413,P063,2024-01-24 18:23:07,3.0,100.77,33.59,TechPro Novel,Books,33.59
C0021,Robert Blanchard,Asia,2023-04-17,T00801,P015,2024-02-06 3:27:17,1.0,158.93,158.93,HomeSense Headphones,Electronics,158.93
C0022,Teresa Esparza,Asia,2023-10-27,T00531,P047,2024-07-10 7:04:02,1.0,159.33,159.33,ComfortLiving Cookware Set,Home Decor,159.33
C0022,Teresa Esparza,Asia,2023-10-27,T00404,P058,2024-09-17 15:12:23,2.0,315.24,157.62,ActiveWear Textbook,Books,157.62
C0022,Teresa Esparza,Asia,2023-10-27,T00284,P059,2024-01-15 7:06:38,4.0,1212.8,303.2,SoundWave Jeans,Clothing,303.2
C0022,Teresa Esparza,Asia,2023-10-27,T00892,P065,2024-04-06 10:33:06,4.0,1710.44,427.61,BookWorld Sweater,Clothing,427.61
C0022,Teresa Esparza,Asia,2023-10-27,T00757,P008,2024-09-03 3:11:42,2.0,293.7,146.85,BookWorld Bluetooth Speaker,Electronics,146.85
C0022,Teresa Esparza,Asia,2023-10-27,T00947,P045,2024-08-11 12:13:35,2.0,963.56,481.78,SoundWave T-Shirt,Clothing,481.78
C0023,Nicholas Cain,Europe,2022-03-04,T00597,P041,2024-07-01 4:53:47,3.0,1368.84,456.28,ComfortLiving Smartphone,Electronics,456.28
C0023,Nicholas Cain,Europe,2022-03-04,T00513,P032,2024-11-11 10:44:12,2.0,977.26,488.63,BookWorld Cookbook,Books,488.63
C0023,Nicholas Cain,Europe,2022-03-04,T00971,P017,2024-06-22 21:26:26,1.0,469.77,469.77,ActiveWear Textbook,Books,469.77
C0023,Nicholas Cain,Europe,2022-03-04,T00195,P066,2024-11-02 10:20:14,1.0,337.22,337.22,SoundWave Textbook,Books,337.22
C0023,Nicholas Cain,Europe,2022-03-04,T00168,P083,2024-09-26 17:22:30,3.0,1367.16,455.72,ActiveWear Smartwatch,Electronics,455.72
C0023,Nicholas Cain,Europe,2022-03-04,T00451,P012,2024-10-04 20:44:00,4.0,638.4,159.6,ComfortLiving Headphones,Electronics,159.6
C0024,Michele Cooley,North America,2024-02-05,T00602,P053,2024-04-26 11:26:53,1.0,274.94,274.94,TechPro Rug,Home Decor,274.94
C0024,Michele Cooley,North America,2024-02-05,T00674,P059,2024-04-14 1:19:59,3.0,909.6,303.2,SoundWave Jeans,Clothing,303.2
C0024,Michele Cooley,North America,2024-02-05,T00998,P011,2024-06-19 17:52:26,2.0,522.4,261.2,SoundWave Desk Lamp,Home Decor,261.2
C0024,Michele Cooley,North America,2024-02-05,T00314,P001,2024-09-24 17:15:16,4.0,677.2,169.3,ActiveWear Biography,Books,169.3
C0024,Michele Cooley,North America,2024-02-05,T00999,P064,2024-02-24 12:09:53,1.0,452.42,452.42,HomeSense Running Shoes,Clothing,452.42
C0024,Michele Cooley,North America,2024-02-05,T00689,P090,2024-05-30 0:00:01,2.0,330.6,165.3,ComfortLiving Biography,Books,165.3
C0024,Michele Cooley,North America,2024-02-05,T00992,P037,2024-04-21 10:52:24,1.0,459.86,459.86,SoundWave Smartwatch,Electronics,459.86
C0025,Gregory Odom,South America,2022-07-04,T00434,P038,2024-05-09 3:14:51,4.0,588.88,147.22,TechPro Vase,Home Decor,147.22
C0025,Gregory Odom,South America,2022-07-04,T00509,P022,2024-08-13 22:51:21,1.0,137.54,137.54,HomeSense Wall Art,Home Decor,137.54
C0025,Gregory Odom,South America,2022-07-04,T00608,P048,2024-06-13 22:53:33,2.0,832.8,416.4,TechPro Cookbook,Books,416.4
C0025,Gregory Odom,South America,2022-07-04,T00765,P035,2024-01-31 19:48:04,1.0,30.59,30.59,ActiveWear T-Shirt,Clothing,30.59
C0026,Sara Miller,North America,2024-05-03,T00958,P084,2024-10-07 21:52:59,3.0,1013.73,337.91,ActiveWear Wall Art,Home Decor,337.91
C0026,Sara Miller,North America,2024-05-03,T00426,P092,2024-03-20 10:30:55,1.0,389.2,389.2,BookWorld Running Shoes,Clothing,389.2
C0026,Sara Miller,North America,2024-05-03,T00787,P027,2024-06-04 0:03:44,4.0,916.24,229.06,SoundWave Headphones,Electronics,229.06
C0026,Sara Miller,North America,2024-05-03,T00764,P096,2024-10-09 13:52:57,4.0,1229.88,307.47,SoundWave Headphones,Electronics,307.47
C0027,Justin Heath,Asia,2022-11-09,T00993,P040,2024-03-08 9:48:14,2.0,306.38,153.19,SoundWave Mystery Book,Books,153.19
C0027,Justin Heath,Asia,2022-11-09,T00025,P003,2024-10-11 21:32:34,4.0,176.48,44.12,ComfortLiving Biography,Books,44.12
C0027,Justin Heath,Asia,2022-11-09,T00705,P059,2024-06-08 7:23:21,4.0,1212.8,303.2,SoundWave Jeans,Clothing,303.2
C0027,Justin Heath,Asia,2022-11-09,T00495,P029,2024-04-07 16:46:45,2.0,867.28,433.64,TechPro Headphones,Electronics,433.64
C0028,Jennifer Pena,Asia,2024-06-29,T00003,P057,2024-01-25 14:28:34,4.0,958.8,239.7,ActiveWear Smartphone,Electronics,239.7
C0028,Jennifer Pena,Asia,2024-06-29,T00619,P057,2024-12-25 9:53:39,2.0,479.4,239.7,ActiveWear Smartphone,Electronics,239.7
C0028,Jennifer Pena,Asia,2024-06-29,T00649,P062,2024-01-23 7:39:44,3.0,1122.48,374.16,HomeSense Novel,Books,374.16
C0028,Jennifer Pena,Asia,2024-06-29,T00330,P085,2024-05-15 10:49:01,3.0,1249.05,416.35,BookWorld Biography,Books,416.35
C0028,Jennifer Pena,Asia,2024-06-29,T00653,P031,2024-07-12 13:17:08,4.0,785.6,196.4,SoundWave Headphones,Electronics,196.4
C0028,Jennifer Pena,Asia,2024-06-29,T00142,P080,2024-08-04 12:38:25,4.0,1214.0,303.5,ActiveWear Jacket,Clothing,303.5
C0028,Jennifer Pena,Asia,2024-06-29,T00171,P080,2024-09-19 3:29:48,1.0,303.5,303.5,ActiveWear Jacket,Clothing,303.5
C0028,Jennifer Pena,Asia,2024-06-29,T00756,P028,2024-02-15 4:29:17,3.0,706.74,235.58,HomeSense Desk Lamp,Home Decor,235.58
C0029,Erin Manning,North America,2022-04-16,T00690,P036,2024-12-26 1:49:16,3.0,1117.65,372.55,BookWorld Jacket,Clothing,372.55
C0029,Erin Manning,North America,2022-04-16,T00131,P059,2024-06-13 2:56:04,1.0,303.2,303.2,SoundWave Jeans,Clothing,303.2
C0029,Erin Manning,North America,2022-04-16,T00277,P073,2024-10-01 17:22:05,4.0,107.96,26.99,ComfortLiving Laptop,Electronics,26.99
C0029,Erin Manning,North America,2022-04-16,T00850,P055,2024-03-03 6:11:38,2.0,257.06,128.53,BookWorld Biography,Books,128.53
C0030,Mark Brock,North America,2024-01-30,T00429,P055,2024-12-15 1:23:26,3.0,385.59,128.53,BookWorld Biography,Books,128.53
C0030,Mark Brock,North America,2024-01-30,T00532,P033,2024-04-11 9:53:33,3.0,192.75,64.25,TechPro T-Shirt,Clothing,64.25
C0030,Mark Brock,North America,2024-01-30,T00419,P004,2024-07-12 13:34:04,3.0,287.07,95.69,BookWorld Rug,Home Decor,95.69
C0030,Mark Brock,North America,2024-01-30,T00263,P020,2024-01-28 4:10:05,1.0,396.34,396.34,ActiveWear Jacket,Clothing,396.34
C0030,Mark Brock,North America,2024-01-30,T00183,P005,2024-08-24 1:19:18,3.0,1287.93,429.31,TechPro T-Shirt,Clothing,429.31
C0031,Tina Miller,South America,2024-04-11,T00630,P093,2024-10-08 23:58:14,2.0,609.88,304.94,TechPro Vase,Home Decor,304.94
C0031,Tina Miller,South America,2024-04-11,T00510,P033,2024-03-06 1:55:48,4.0,257.0,64.25,TechPro T-Shirt,Clothing,64.25
C0031,Tina Miller,South America,2024-04-11,T00402,P002,2024-11-24 17:22:38,2.0,692.6,346.3,ActiveWear Smartwatch,Electronics,346.3
C0031,Tina Miller,South America,2024-04-11,T00238,P091,2024-08-11 0:11:15,2.0,445.9,222.95,HomeSense Rug,Home Decor,222.95
C0032,Dustin Campbell,South America,2024-04-17,T00187,P069,2024-02-24 9:30:35,1.0,100.81,100.81,BookWorld Biography,Books,100.81
C0032,Dustin Campbell,South America,2024-04-17,T00514,P042,2024-11-27 20:42:52,1.0,379.44,379.44,ActiveWear Headphones,Electronics,379.44
C0032,Dustin Campbell,South America,2024-04-17,T00755,P033,2024-07-12 8:20:42,3.0,192.75,64.25,TechPro T-Shirt,Clothing,64.25
C0033,Tyler Holt,North America,2024-08-04,T00715,P081,2024-07-05 23:41:15,2.0,132.64,66.32,HomeSense Sweater,Clothing,66.32
C0034,Dalton Perez,North America,2023-09-27,T00488,P087,2024-10-21 12:47:53,2.0,580.34,290.17,TechPro Running Shoes,Clothing,290.17
C0034,Dalton Perez,North America,2023-09-27,T00453,P027,2024-07-10 19:53:08,4.0,916.24,229.06,SoundWave Headphones,Electronics,229.06
C0034,Dalton Perez,North America,2023-09-27,T00540,P065,2024-05-08 21:17:10,2.0,855.22,427.61,BookWorld Sweater,Clothing,427.61
C0034,Dalton Perez,North America,2023-09-27,T00466,P055,2024-10-23 16:57:26,4.0,514.12,128.53,BookWorld Biography,Books,128.53
C0034,Dalton Perez,North America,2023-09-27,T00905,P033,2024-09-22 0:00:09,2.0,128.5,64.25,TechPro T-Shirt,Clothing,64.25
C0034,Dalton Perez,North America,2023-09-27,T00207,P014,2024-06-19 2:53:27,3.0,78.78,26.26,ActiveWear Jacket,Clothing,26.26
C0035,Brianna Richardson,North America,2024-10-01,T00417,P057,2024-04-20 22:54:54,3.0,719.1,239.7,ActiveWear Smartphone,Electronics,239.7
C0035,Brianna Richardson,North America,2024-10-01,T00447,P068,2024-09-30 17:00:33,3.0,1341.69,447.23,TechPro Novel,Books,447.23
C0035,Brianna Richardson,North America,2024-10-01,T00036,P013,2024-01-17 12:40:30,1.0,114.2,114.2,BookWorld Smartwatch,Electronics,114.2
C0035,Brianna Richardson,North America,2024-10-01,T00271,P022,2024-04-29 19:45:24,3.0,412.62,137.54,HomeSense Wall Art,Home Decor,137.54
C0036,Brian Aguilar DDS,North America,2024-07-06,T00880,P087,2024-11-02 12:20:39,3.0,870.51,290.17,TechPro Running Shoes,Clothing,290.17
C0036,Brian Aguilar DDS,North America,2024-07-06,T00433,P001,2024-05-05 5:01:18,2.0,338.6,169.3,ActiveWear Biography,Books,169.3
C0036,Brian Aguilar DDS,North America,2024-07-06,T00646,P091,2024-01-23 12:53:51,3.0,668.85,222.95,HomeSense Rug,Home Decor,222.95
C0037,Linda Smith,Europe,2023-02-04,T00435,P085,2024-05-16 16:00:40,4.0,1665.4,416.35,BookWorld Biography,Books,416.35
C0037,Linda Smith,Europe,2023-02-04,T00438,P074,2024-07-15 16:33:41,3.0,886.74,295.58,SoundWave Desk Lamp,Home Decor,295.58
C0037,Linda Smith,Europe,2023-02-04,T00064,P009,2024-09-15 3:50:57,1.0,325.01,325.01,BookWorld Wall Art,Home Decor,325.01
C0037,Linda Smith,Europe,2023-02-04,T00267,P066,2024-06-30 0:11:05,3.0,1011.66,337.22,SoundWave Textbook,Books,337.22
C0037,Linda Smith,Europe,2023-02-04,T00613,P006,2024-09-30 18:17:00,3.0,363.96,121.32,ActiveWear Rug,Home Decor,121.32
C0038,Jeffrey Perkins,North America,2022-04-16,T00395,P054,2024-03-14 8:10:08,3.0,171.9,57.3,SoundWave Cookbook,Books,57.3
C0038,Jeffrey Perkins,North America,2022-04-16,T00553,P061,2024-12-12 18:55:55,1.0,156.96,156.96,HomeSense Desk Lamp,Home Decor,156.96
C0038,Jeffrey Perkins,North America,2022-04-16,T00170,P082,2024-02-29 1:45:41,3.0,167.97,55.99,ComfortLiving Rug,Home Decor,55.99
C0038,Jeffrey Perkins,North America,2022-04-16,T00805,P075,2024-02-05 18:18:43,3.0,1493.28,497.76,TechPro Textbook,Books,497.76
C0038,Jeffrey Perkins,North America,2022-04-16,T00229,P028,2024-06-29 11:39:11,3.0,706.74,235.58,HomeSense Desk Lamp,Home Decor,235.58
C0039,Angela Harris,South America,2024-10-13,T00053,P054,2024-09-30 14:42:16,3.0,171.9,57.3,SoundWave Cookbook,Books,57.3
C0039,Angela Harris,South America,2024-10-13,T00498,P013,2024-10-27 5:26:27,1.0,114.2,114.2,BookWorld Smartwatch,Electronics,114.2
C0039,Angela Harris,South America,2024-10-13,T00141,P027,2024-07-08 19:55:52,3.0,687.18,229.06,SoundWave Headphones,Electronics,229.06
